AREA,DISTRIBUTOR,DISTRIBUTOR_NAME,YEAR,DIST_TOWN_DESC,MAP_CATEGORY,MAP_BRAND,MAP_SUB_CATEGORY,MAP_CHANNEL,AREATYPE,POPTYPE_DESC,CHANNEL_DESC,GSV (Gross Sales Value)
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,PONDS,SKIN CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,2295.734262
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,PONDS FACE WASH,SKIN CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,57180.80637
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,PONDS FACE WASH,SKIN CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,125413.9129
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,PONDS FACE WASH,SKIN CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,4584.604236
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,RIN,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,36222.83224
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,RIN,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,38700.85484
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SUNLIGHT,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,74103.96725
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SUNLIGHT,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,80716.32896
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SUNLIGHT,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,4171.056665
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SUNSILK COND,HAIR CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,74113.27268
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SUNSILK COND,HAIR CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,234121.3329
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SUNSILK COND,HAIR CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,4573.19109
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SUNSILK SHAMPOO,HAIR CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,842970.1084
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SUNSILK SHAMPOO,HAIR CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,1127837.029
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SUNSILK SHAMPOO,HAIR CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,18739.35907
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SURF EXCEL,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,1630224.28
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SURF EXCEL,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,2838601.098
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SURF EXCEL,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,7345.594565
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SURF MATIC,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,42466.47264
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SURF MATIC,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,77442.19636
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,SURF MATIC,LAUNDRY,LMT +  Interface,Urban,Super Market,Small Supermarket,7045.353012
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VASELINE,SKIN CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,58293.279
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VASELINE,SKIN CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,169499.9887
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIA DIOS,SKIN CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,16856.56856
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIA DIOS,SKIN CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,134539.6655
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIA DIOS,SKIN CARE,LMT +  Interface,Urban,Super Market,Small Supermarket,215.107023
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIM BAR,HHC,LMT +  Interface,Urban,Super Market,Small Supermarket,33357.07187
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIM BAR,HHC,LMT +  Interface,Urban,Super Market,Small Supermarket,59516.36874
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIM BAR,HHC,LMT +  Interface,Urban,Super Market,Small Supermarket,3881.036465
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIM LIQUID,HHC,LMT +  Interface,Urban,Super Market,Small Supermarket,49152.53188
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIM LIQUID,HHC,LMT +  Interface,Urban,Super Market,Small Supermarket,94709.34206
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIM LIQUID,HHC,LMT +  Interface,Urban,Super Market,Small Supermarket,735.9924
FAISALABAD II,15147363,Hassan Traders-LMT,2019,FAISALABAD-SPMKT,HPC,VIM POWDER,HHC,LMT +  Interface,Urban,Super Market,Small Supermarket,41666.227
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,FG Exc. Interface,Urban,Retailer,Family Grocery,18506.0329
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,FG Exc. Interface,Urban,Retailer,Family Grocery,61619.3365
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,FG Exc. Interface,Urban,Retailer,Family Grocery,24562.11077
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,LMT +  Interface,Urban,Super Market,Small Supermarket,1964.8664
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Rural,Retailer,Mom & Pop,1916.5921
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Rural,Retailer,Mom & Pop,1288.6
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Rural,Retailer,Mom & Pop,2899.35
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Rural,Retailer,Mom & Pop,2013.44
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Urban,Activation,Mom & Pop,310145.0713
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Urban,Retailer,Mom & Pop,259441.993
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Urban,Retailer,Mom & Pop,23209.33465
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Urban,Retailer,Mom & Pop,84379.1808
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Urban,Retailer,Mom & Pop,58159.74477
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Urban,Retailer,Mom & Pop,68150.1037
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Mohalla,Urban,Retailer,Mom & Pop,351764.3086
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Others,Rural,Retailer,Others,322.15
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Others,Urban,POC,Others,6837.2572
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Others,Urban,Retailer,Others,4079.4298
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Others,Urban,Retailer,Others,37417.7587
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Wholesale,Rural,Whole Seller,RTM,6231.1656
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Wholesale,Rural,Whole Seller,RTM,1288.6
FAISALABAD II,50250321,Hassan Traders,2019,FAISALABAD - HASSAN,SPREADS,BLUE BAND,SPREADS,Wholesale,Urban,Whole Seller,RTM,40.268812
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Bakery,Rural,Retailer,Bakery,1692.399732
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Bakery,Urban,Retailer,Bakery,70278.89936
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Bakery,Urban,Retailer,Bakery,1825.372
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,FG Exc. Interface,Rural,Retailer,Family Grocery,1498.986
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,FG Exc. Interface,Rural,Retailer,Family Grocery,34984.30899
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,115167.7364
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,11484.13136
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,39779.39678
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,212122.0434
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,220608.2051
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,GT Hot Tea Shops,Rural,POC,GT,9756.355
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,GT Hot Tea Shops,Urban,POC,GT,1923.07691
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,GT Hot Tea Shops,Urban,POC,GT,23000.00557
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,GT Hot Tea Shops,Urban,POC,GT,47307.68263
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,LMT +  Interface,Urban,Super Market,Small Supermarket,2790664.62
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,24326.21875
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,61031.12168
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,418002.552
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,64835.00061
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,703619.1006
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,81835.56891
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,255209.7967
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,123803.0469
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,248758.5666
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,262120.464
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,1643452.303
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,181122.9265
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,12688.96833
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,490731.2628
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,57577.83428
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,237483.8656
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,330432.5278
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Others,Rural,Retailer,Others,5858.932
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Others,Urban,POC,Hotels/Restaurants,7243.593552
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Others,Urban,POC,Others,4179.485
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Wholesale,Rural,Whole Seller,RTM,3066247.612
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Wholesale,Rural,Whole Seller,RTM,34053.48996
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Wholesale,Rural,Whole Seller,RTM,117174.5042
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Wholesale,Rural,Whole Seller,RTM,4682.309
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Wholesale,Urban,Whole Seller,RTM,564.133
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Wholesale,Urban,Whole Seller,RTM,3286295.974
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON,BEVERAGES,Wholesale,Urban,Whole Seller,RTM,142967.3954
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Bakery,Urban,Retailer,Bakery,6296.63707
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Bakery,Urban,Retailer,Bakery,228.692
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,1326.412126
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,5290.403
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,5137.9417
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,15368.08133
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,11815.72462
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,LMT +  Interface,Urban,Super Market,Small Supermarket,13279.36755
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,304.922
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,2957.7461
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,381.152636
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,5366.6368
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,457.3822
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,304.9222
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,228.6916
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,1501.7418
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,2286.916
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,41964.94755
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,4284.1638
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,457.384
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,54603.93305
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,3483.736772
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,16359.06942
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,11099.1657
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,LIPTON T/B,BEVERAGES,Wholesale,Urban,Whole Seller,RTM,11937.717
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Bakery,Rural,Retailer,Bakery,9658.988217
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Bakery,Urban,Retailer,Bakery,58673.46802
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Bakery,Urban,Retailer,Bakery,765.609
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,FG Exc. Interface,Rural,Retailer,Family Grocery,9548.054
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,FG Exc. Interface,Rural,Retailer,Family Grocery,39140.83416
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,369877.6776
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,18375.66666
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,69206.77653
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,419200.1185
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,FG Exc. Interface,Urban,Retailer,Family Grocery,521566.5827
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,GT Hot Tea Shops,Rural,POC,GT,30807.68276
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,GT Hot Tea Shops,Urban,POC,GT,1384.616
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,GT Hot Tea Shops,Urban,POC,GT,333692.3014
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,GT Hot Tea Shops,Urban,POC,GT,119769.1569
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,LMT +  Interface,Urban,Super Market,Small Supermarket,5644427.835
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,30831.00111
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,81524.56559
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,537760.3102
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,104822.3599
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,1232187.469
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,139440.0983
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,364015.4456
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,206602.4353
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,378349.4079
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Rural,Retailer,Mom & Pop,324820.9474
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,730547.5754
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,127452.0858
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,11937.25681
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,566940.2941
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,59249.03103
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,428843.013
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Mohalla,Urban,Retailer,Mom & Pop,303658.992
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Others,Rural,Retailer,Others,6326.328
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Others,Rural,Retailer,Others,805.904
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Others,Urban,POC,Others,346.154
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Others,Urban,POC,Hotels/Restaurants,34615.39615
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Others,Urban,POC,Others,5192.295538
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Wholesale,Rural,Whole Seller,RTM,7772436.65
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Wholesale,Rural,Whole Seller,RTM,355899.4595
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Wholesale,Rural,Whole Seller,RTM,390480.9403
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Wholesale,Rural,Whole Seller,RTM,7204.787
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Wholesale,Urban,Whole Seller,RTM,967.08558
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Wholesale,Urban,Whole Seller,RTM,19747735.81
JHANG,15185885,S.H. TRADERS,2019,GOJRA,BEVERAGES,SUPREME,BEVERAGES,Wholesale,Urban,Whole Seller,RTM,533184.1053
JHANG,15185885,S.H. TRADERS,2019,GOJRA,FOODS,CHILLI GARLIC,SAVOURY,Bakery,Urban,Retailer,Bakery,1740.916
